Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,FiveYear_Anomaly,FiveYear_Uncertainty,TenYear_Anomaly,TenYear_Uncertainty,TwentyYear_Anomaly,TwentyYear_Uncertainty
1924,2,-0.242,0.119,-0.207,0.068,-0.241,0.049,-0.244,0.047,-0.262,0.045
1924,3,-0.048,0.123,-0.204,0.067,-0.239,0.049,-0.245,0.047,-0.262,0.045
1924,4,-0.283,0.135,-0.224,0.068,-0.238,0.049,-0.247,0.047,-0.262,0.045
1924,5,-0.172,0.142,-0.245,0.067,-0.237,0.049,-0.249,0.047,-0.262,0.045
1924,6,-0.231,0.128,-0.275,0.067,-0.24,0.049,-0.25,0.047,-0.261,0.045
1924,7,-0.271,0.16,-0.289,0.066,-0.239,0.049,-0.25,0.047,-0.26,0.045
1924,8,-0.328,0.166,-0.31,0.066,-0.235,0.049,-0.25,0.046,-0.26,0.045
1924,9,-0.332,0.144,-0.328,0.066,-0.24,0.049,-0.25,0.046,-0.26,0.045
1924,10,-0.336,0.133,-0.327,0.066,-0.242,0.049,-0.249,0.046,-0.259,0.045
1924,11,-0.245,0.125,-0.334,0.066,-0.239,0.048,-0.246,0.046,-0.258,0.045
1924,12,-0.355,0.124,-0.338,0.066,-0.239,0.048,-0.246,0.046,-0.258,0.045
1925,1,-0.424,0.126,-0.336,0.067,-0.238,0.048,-0.246,0.046,-0.258,0.045
1925,2,-0.488,0.121,-0.324,0.068,-0.235,0.048,-0.245,0.046,-0.257,0.045
1925,3,-0.261,0.12,-0.314,0.068,-0.231,0.048,-0.245,0.046,-0.258,0.045
1925,4,-0.275,0.134,-0.298,0.069,-0.223,0.048,-0.245,0.046,-0.259,0.045
1925,5,-0.254,0.146,-0.28,0.069,-0.22,0.048,-0.245,0.046,-0.26,0.045
1925,6,-0.284,0.129,-0.236,0.07,-0.221,0.048,-0.244,0.046,-0.26,0.045
1925,7,-0.248,0.163,-0.183,0.07,-0.213,0.048,-0.243,0.046,-0.26,0.045
1925,8,-0.176,0.172,-0.144,0.07,-0.206,0.048,-0.242,0.046,-0.26,0.045
1925,9,-0.216,0.148,-0.112,0.07,-0.203,0.048,-0.241,0.046,-0.26,0.045
1925,10,-0.149,0.135,-0.097,0.071,-0.201,0.048,-0.24,0.046,-0.259,0.045
1925,11,-0.026,0.133,-0.094,0.071,-0.2,0.048,-0.236,0.046,-0.26,0.045
1925,12,0.17,0.128,-0.086,0.07,-0.202,0.048,-0.232,0.046,-0.26,0.045
1926,1,0.221,0.126,-0.084,0.07,-0.199,0.048,-0.232,0.046,-0.26,0.045
1926,2,-0.021,0.122,-0.078,0.07,-0.197,0.048,-0.232,0.045,-0.26,0.045
1926,3,0.124,0.124,-0.069,0.069,-0.195,0.048,-0.23,0.045,-0.261,0.045
1926,4,-0.102,0.134,-0.057,0.069,-0.196,0.048,-0.229,0.045,-0.26,0.045
1926,5,-0.211,0.145,-0.061,0.068,-0.198,0.048,-0.228,0.045,-0.259,0.045
1926,6,-0.189,0.128,-0.096,0.068,-0.2,0.048,-0.227,0.045,-0.258,0.045
1926,7,-0.224,0.165,-0.134,0.068,-0.203,0.048,-0.226,0.045,-0.257,0.045
1926,8,-0.108,0.173,-0.148,0.068,-0.207,0.048,-0.224,0.045,-0.256,0.045
1926,9,-0.105,0.141,-0.191,0.068,-0.213,0.048,-0.222,0.045,-0.254,0.045
1926,10,-0.002,0.131,-0.207,0.068,-0.214,0.048,-0.221,0.045,-0.252,0.045
1926,11,-0.077,0.124,-0.204,0.068,-0.218,0.048,-0.22,0.045,-0.25,0.045
1926,12,-0.245,0.132,-0.209,0.069,-0.222,0.048,-0.219,0.045,-0.246,0.045
1927,1,-0.241,0.125,-0.207,0.069,-0.224,0.048,-0.216,0.045,-0.244,0.045
1927,2,-0.183,0.119,-0.213,0.068,-0.223,0.049,-0.214,0.046,-0.24,0.044
1927,3,-0.399,0.123,-0.214,0.068,-0.222,0.049,-0.213,0.046,-0.238,0.044
1927,4,-0.288,0.138,-0.209,0.067,-0.219,0.049,-0.212,0.046,-0.237,0.044
1927,5,-0.185,0.15,-0.208,0.066,-0.217,0.049,-0.21,0.046,-0.234,0.044
1927,6,-0.246,0.131,-0.209,0.065,-0.219,0.049,-0.209,0.045,-0.232,0.044
1927,7,-0.192,0.166,-0.179,0.065,-0.216,0.049,-0.209,0.045,-0.231,0.044
1927,8,-0.184,0.168,-0.166,0.066,-0.213,0.049,-0.207,0.045,-0.229,0.044
1927,9,-0.122,0.141,-0.151,0.067,-0.21,0.049,-0.204,0.046,-0.227,0.044
1927,10,0.067,0.128,-0.143,0.067,-0.21,0.049,-0.202,0.046,-0.225,0.044
1927,11,-0.075,0.123,-0.15,0.066,-0.208,0.049,-0.202,0.046,-0.222,0.044
1927,12,-0.258,0.123,-0.159,0.067,-0.208,0.049,-0.201,0.046,-0.219,0.044
1928,1,0.125,0.125,-0.16,0.066,-0.205,0.049,-0.201,0.046,-0.217,0.044
1928,2,-0.033,0.122,-0.163,0.066,-0.204,0.049,-0.2,0.046,-0.214,0.044
1928,3,-0.211,0.129,-0.174,0.066,-0.202,0.049,-0.199,0.046,-0.212,0.044
1928,4,-0.192,0.136,-0.192,0.066,-0.201,0.049,-0.198,0.046,-0.21,0.044
1928,5,-0.271,0.144,-0.195,0.067,-0.198,0.049,-0.197,0.046,-0.208,0.044
1928,6,-0.36,0.131,-0.185,0.067,-0.201,0.049,-0.199,0.046,-0.207,0.044
1928,7,-0.196,0.16,-0.228,0.067,-0.206,0.049,-0.198,0.046,-0.206,0.044
1928,8,-0.228,0.166,-0.269,0.066,-0.209,0.048,-0.197,0.046,-0.204,0.044
1928,9,-0.254,0.14,-0.283,0.066,-0.212,0.048,-0.196,0.046,-0.203,0.044
1928,10,-0.143,0.129,-0.297,0.066,-0.214,0.048,-0.198,0.046,-0.202,0.044
1928,11,-0.114,0.127,-0.309,0.066,-0.214,0.049,-0.201,0.046,-0.2,0.044
1928,12,-0.133,0.129,-0.316,0.066,-0.211,0.049,-0.204,0.046,-0.199,0.044
1929,1,-0.397,0.129,-0.335,0.066,-0.208,0.049,-0.205,0.046,-0.199,0.044
1929,2,-0.52,0.117,-0.339,0.067,-0.206,0.049,-0.204,0.046,-0.198,0.044
1929,3,-0.381,0.127,-0.34,0.069,-0.205,0.049,-0.206,0.046,-0.198,0.043
1929,4,-0.355,0.139,-0.338,0.069,-0.203,0.049,-0.207,0.046,-0.198,0.043
1929,5,-0.421,0.145,-0.34,0.069,-0.203,0.049,-0.207,0.046,-0.196,0.043
1929,6,-0.437,0.129,-0.371,0.069,-0.199,0.049,-0.206,0.046,-0.195,0.043
1929,7,-0.424,0.163,-0.356,0.068,-0.193,0.049,-0.205,0.046,-0.194,0.043
1929,8,-0.282,0.169,-0.337,0.069,-0.192,0.05,-0.203,0.046,-0.193,0.043
1929,9,-0.267,0.148,-0.316,0.069,-0.187,0.05,-0.202,0.047,-0.191,0.043
1929,10,-0.123,0.13,-0.304,0.069,-0.182,0.05,-0.2,0.046,-0.191,0.043
1929,11,-0.138,0.134,-0.285,0.069,-0.18,0.05,-0.197,0.046,-0.189,0.043
1929,12,-0.503,0.131,-0.268,0.069,-0.179,0.05,-0.195,0.047,-0.185,0.043
1930,1,-0.219,0.131,-0.242,0.069,-0.179,0.05,-0.194,0.047,-0.184,0.043
1930,2,-0.289,0.134,-0.228,0.069,-0.179,0.05,-0.189,0.046,-0.182,0.043
1930,3,-0.123,0.132,-0.213,0.069,-0.178,0.05,-0.188,0.047,-0.181,0.043
1930,4,-0.22,0.142,-0.209,0.069,-0.18,0.05,-0.189,0.047,-0.179,0.043
1930,5,-0.191,0.147,-0.187,0.068,-0.184,0.05,-0.189,0.047,-0.178,0.043
1930,6,-0.229,0.141,-0.144,0.067,-0.182,0.051,-0.188,0.047,-0.177,0.043
1930,7,-0.12,0.166,-0.132,0.067,-0.189,0.051,-0.187,0.047,-0.175,0.043
1930,8,-0.109,0.176,-0.125,0.066,-0.193,0.051,-0.188,0.047,-0.174,0.043
1930,9,-0.086,0.15,-0.121,0.066,-0.194,0.051,-0.188,0.047,-0.172,0.043
1930,10,-0.072,0.134,-0.118,0.066,-0.195,0.051,-0.187,0.047,-0.171,0.043
1930,11,0.128,0.131,-0.119,0.066,-0.195,0.051,-0.19,0.047,-0.17,0.043
1930,12,0.008,0.129,-0.105,0.066,-0.195,0.051,-0.193,0.046,-0.167,0.043
1931,1,-0.07,0.127,-0.095,0.066,-0.197,0.051,-0.197,0.046,-0.167,0.043
1931,2,-0.209,0.13,-0.087,0.067,-0.197,0.052,-0.2,0.046,-0.165,0.043
1931,3,-0.077,0.131,-0.083,0.067,-0.198,0.052,-0.203,0.046,-0.164,0.043
1931,4,-0.179,0.141,-0.07,0.068,-0.2,0.051,-0.204,0.046,-0.163,0.043
1931,5,-0.206,0.148,-0.086,0.069,-0.204,0.051,-0.204,0.046,-0.161,0.042
1931,6,-0.06,0.134,-0.084,0.07,-0.209,0.051,-0.204,0.046,-0.16,0.042
1931,7,0.0,0.168,-0.068,0.071,-0.207,0.052,-0.202,0.046,-0.159,0.042
1931,8,-0.012,0.178,-0.064,0.072,-0.2,0.052,-0.202,0.046,-0.158,0.042
1931,9,-0.043,0.15,-0.066,0.073,-0.2,0.052,-0.203,0.046,-0.157,0.042
1931,10,0.089,0.139,-0.048,0.073,-0.2,0.051,-0.202,0.046,-0.156,0.042
1931,11,-0.064,0.139,-0.037,0.074,-0.195,0.051,-0.202,0.046,-0.156,0.042
1931,12,0.026,0.135,-0.049,0.074,-0.19,0.052,-0.2,0.046,-0.154,0.042
1932,1,0.131,0.133,-0.064,0.073,-0.185,0.052,-0.198,0.046,-0.152,0.042
1932,2,-0.164,0.133,-0.079,0.073,-0.183,0.052,-0.196,0.046,-0.15,0.042
1932,3,-0.105,0.137,-0.078,0.072,-0.182,0.052,-0.194,0.046,-0.149,0.042
1932,4,0.041,0.144,-0.09,0.072,-0.18,0.051,-0.192,0.046,-0.149,0.042
1932,5,-0.074,0.151,-0.111,0.072,-0.177,0.051,-0.191,0.046,-0.147,0.042
1932,6,-0.203,0.133,-0.128,0.072,-0.17,0.052,-0.189,0.046,-0.146,0.042
1932,7,-0.179,0.164,-0.159,0.073,-0.171,0.052,-0.187,0.046,-0.145,0.042
1932,8,-0.196,0.175,-0.169,0.072,-0.166,0.051,-0.185,0.046,-0.144,0.042
1932,9,-0.027,0.146,-0.185,0.072,-0.166,0.052,-0.183,0.046,-0.143,0.042
1932,10,-0.064,0.135,-0.209,0.072,-0.168,0.051,-0.182,0.046,-0.141,0.042
1932,11,-0.315,0.137,-0.224,0.072,-0.169,0.052,-0.181,0.046,-0.14,0.042
1932,12,-0.178,0.133,-0.239,0.073,-0.168,0.052,-0.179,0.046,-0.138,0.042
1933,1,-0.244,0.139,-0.248,0.074,-0.169,0.052,-0.179,0.046,-0.137,0.042
1933,2,-0.277,0.127,-0.25,0.073,-0.171,0.052,-0.178,0.046,-0.135,0.042
1933,3,-0.296,0.131,-0.274,0.073,-0.174,0.052,-0.175,0.046,-0.134,0.042
1933,4,-0.245,0.143,-0.291,0.073,-0.173,0.052,-0.173,0.045,-0.132,0.042
1933,5,-0.258,0.151,-0.296,0.072,-0.182,0.052,-0.171,0.045,-0.13,0.042
1933,6,-0.388,0.139,-0.316,0.071,-0.185,0.052,-0.169,0.045,-0.13,0.042
1933,7,-0.279,0.166,-0.32,0.071,-0.189,0.052,-0.168,0.045,-0.128,0.042
1933,8,-0.222,0.172,-0.306,0.07,-0.191,0.052,-0.167,0.045,-0.126,0.042
1933,9,-0.319,0.148,-0.313,0.07,-0.195,0.051,-0.164,0.045,-0.125,0.042
1933,10,-0.265,0.131,-0.32,0.069,-0.195,0.051,-0.161,0.045,-0.123,0.042
1933,11,-0.372,0.129,-0.31,0.068,-0.194,0.051,-0.16,0.045,-0.123,0.042
1933,12,-0.42,0.131,-0.29,0.069,-0.196,0.051,-0.159,0.045,-0.122,0.042
1934,1,-0.29,0.132,-0.277,0.069,-0.197,0.051,-0.156,0.045,-0.119,0.042
1934,2,-0.112,0.125,-0.271,0.069,-0.199,0.051,-0.153,0.045,-0.118,0.042
1934,3,-0.377,0.126,-0.261,0.069,-0.2,0.051,-0.151,0.045,-0.116,0.042
1934,4,-0.334,0.136,-0.241,0.069,-0.201,0.05,-0.148,0.045,-0.115,0.042
1934,5,-0.131,0.148,-0.208,0.069,-0.201,0.05,-0.144,0.045,-0.113,0.043
1934,6,-0.152,0.137,-0.176,0.068,-0.201,0.05,-0.141,0.045,-0.112,0.043
1934,7,-0.125,0.167,-0.179,0.068,-0.204,0.05,-0.137,0.045,-0.11,0.043
1934,8,-0.152,0.175,-0.165,0.067,-0.2,0.049,-0.135,0.045,-0.108,0.043
1934,9,-0.191,0.144,-0.145,0.067,-0.2,0.049,-0.133,0.045,-0.106,0.043
1934,10,-0.035,0.134,-0.144,0.067,-0.202,0.048,-0.133,0.045,-0.104,0.043
1934,11,0.027,0.126,-0.156,0.068,-0.201,0.048,-0.132,0.045,-0.103,0.043
1934,12,-0.039,0.124,-0.159,0.067,-0.198,0.048,-0.125,0.045,-0.101,0.043
1935,1,-0.325,0.123,-0.164,0.067,-0.194,0.048,-0.122,0.045,-0.099,0.043
1935,2,0.055,0.118,-0.169,0.066,-0.191,0.048,-0.118,0.045,-0.097,0.043
1935,3,-0.135,0.126,-0.173,0.066,-0.188,0.048,-0.117,0.045,-0.096,0.043
1935,4,-0.322,0.134,-0.173,0.067,-0.185,0.048,-0.114,0.045,-0.094,0.043
1935,5,-0.268,0.148,-0.208,0.067,-0.178,0.048,-0.112,0.045,-0.093,0.043
1935,6,-0.191,0.136,-0.22,0.066,-0.175,0.048,-0.11,0.045,-0.092,0.043
1935,7,-0.187,0.165,-0.218,0.066,-0.169,0.047,-0.107,0.045,-0.091,0.043
1935,8,-0.21,0.172,-0.251,0.066,-0.163,0.047,-0.106,0.045,-0.09,0.043
1935,9,-0.234,0.144,-0.264,0.065,-0.157,0.047,-0.104,0.045,-0.089,0.043
1935,10,-0.045,0.132,-0.254,0.065,-0.151,0.047,-0.103,0.045,-0.087,0.043
1935,11,-0.383,0.126,-0.246,0.065,-0.148,0.046,-0.104,0.045,-0.087,0.043
1935,12,-0.186,0.128,-0.244,0.064,-0.143,0.046,-0.102,0.045,-0.088,0.043
1936,1,-0.308,0.119,-0.234,0.064,-0.14,0.046,-0.101,0.045,-0.089,0.043
1936,2,-0.332,0.118,-0.225,0.064,-0.137,0.046,-0.098,0.045,-0.089,0.043
1936,3,-0.294,0.121,-0.216,0.064,-0.13,0.046,-0.098,0.045,-0.089,0.043
1936,4,-0.201,0.134,-0.211,0.063,-0.122,0.046,-0.096,0.045,-0.088,0.043
1936,5,-0.175,0.146,-0.185,0.063,-0.115,0.046,-0.094,0.045,-0.088,0.043
1936,6,-0.17,0.129,-0.167,0.063,-0.11,0.046,-0.093,0.044,-0.087,0.043
1936,7,-0.058,0.163,-0.143,0.063,-0.106,0.046,-0.092,0.044,-0.087,0.043
1936,8,-0.102,0.169,-0.107,0.063,-0.105,0.045,-0.091,0.044,-0.087,0.043
1936,9,-0.127,0.141,-0.093,0.063,-0.102,0.045,-0.093,0.044,-0.087,0.043
1936,10,0.012,0.129,-0.084,0.063,-0.097,0.045,-0.091,0.044,-0.087,0.043
1936,11,-0.07,0.13,-0.072,0.063,-0.093,0.045,-0.091,0.044,-0.087,0.043
1936,12,0.031,0.127,-0.057,0.063,-0.091,0.045,-0.089,0.044,-0.086,0.043
1937,1,-0.019,0.117,-0.05,0.063,-0.089,0.045,-0.087,0.044,-0.085,0.043
1937,2,0.09,0.115,-0.038,0.063,-0.087,0.045,-0.086,0.044,-0.084,0.043
1937,3,-0.118,0.121,-0.018,0.064,-0.084,0.045,-0.085,0.044,-0.081,0.043
1937,4,-0.1,0.131,-0.007,0.064,-0.085,0.045,-0.085,0.044,-0.08,0.043
1937,5,-0.027,0.149,0.006,0.064,-0.087,0.046,-0.084,0.044,-0.079,0.043
1937,6,0.012,0.131,0.006,0.065,-0.079,0.046,-0.083,0.044,-0.078,0.043
1937,7,0.026,0.161,0.017,0.065,-0.072,0.045,-0.082,0.044,-0.077,0.043
1937,8,0.035,0.17,0.014,0.065,-0.071,0.045,-0.081,0.044,-0.076,0.043
1937,9,0.115,0.148,0.031,0.065,-0.067,0.045,-0.081,0.044,-0.076,0.043
1937,10,0.152,0.136,0.048,0.065,-0.06,0.045,-0.081,0.044,-0.075,0.043
1937,11,0.086,0.123,0.045,0.065,-0.054,0.045,-0.078,0.044,-0.075,0.043
1937,12,0.02,0.125,0.033,0.065,-0.051,0.045,-0.075,0.044,-0.074,0.043
1938,1,0.113,0.116,0.024,0.065,-0.045,0.045,-0.074,0.044,-0.074,0.043
1938,2,0.057,0.119,0.02,0.065,-0.04,0.045,-0.071,0.044,-0.074,0.042
1938,3,0.088,0.115,0.015,0.065,-0.034,0.045,-0.069,0.044,-0.074,0.042
1938,4,0.106,0.135,0.02,0.066,-0.033,0.045,-0.066,0.044,-0.073,0.042
1938,5,-0.068,0.146,0.018,0.066,-0.027,0.046,-0.063,0.044,-0.072,0.042
1938,6,-0.122,0.132,0.007,0.066,-0.02,0.046,-0.061,0.044,-0.07,0.042
1938,7,-0.083,0.163,-0.005,0.066,-0.014,0.046,-0.058,0.044,-0.069,0.042
1938,8,-0.02,0.169,-0.018,0.066,-0.006,0.046,-0.056,0.045,-0.068,0.042
1938,9,0.059,0.146,-0.04,0.066,-0.002,0.046,-0.053,0.045,-0.068,0.042
1938,10,0.211,0.135,-0.049,0.066,0.002,0.046,-0.049,0.045,-0.067,0.042
1938,11,0.061,0.127,-0.038,0.066,0.006,0.046,-0.044,0.045,-0.067,0.042
1938,12,-0.11,0.123,-0.028,0.066,0.01,0.046,-0.039,0.045,-0.068,0.042
1939,1,-0.034,0.121,-0.022,0.066,0.014,0.046,-0.034,0.045,-0.065,0.042
1939,2,-0.093,0.117,-0.022,0.067,0.016,0.046,-0.031,0.045,-0.064,0.042
1939,3,-0.177,0.117,-0.031,0.068,0.015,0.046,-0.026,0.045,-0.063,0.042
1939,4,-0.007,0.13,-0.056,0.069,0.019,0.046,-0.023,0.046,-0.061,0.042
1939,5,0.064,0.148,-0.068,0.07,0.02,0.047,-0.02,0.046,-0.06,0.042
1939,6,-0.002,0.128,-0.023,0.071,0.023,0.047,-0.018,0.046,-0.059,0.042
1939,7,-0.003,0.163,-0.009,0.071,0.029,0.047,-0.016,0.046,-0.058,0.042
1939,8,-0.022,0.177,0.007,0.072,0.028,0.047,-0.013,0.046,-0.057,0.042
1939,9,-0.048,0.148,0.028,0.072,0.03,0.048,-0.01,0.046,-0.057,0.042
1939,10,-0.096,0.138,0.041,0.073,0.032,0.048,-0.008,0.046,-0.056,0.042
1939,11,-0.075,0.126,0.04,0.073,0.033,0.048,-0.008,0.047,-0.056,0.042
1939,12,0.43,0.127,0.042,0.074,0.032,0.048,-0.007,0.047,-0.054,0.042
1940,1,0.132,0.118,0.055,0.074,0.031,0.049,-0.004,0.047,-0.054,0.042
1940,2,0.093,0.122,0.063,0.074,0.029,0.049,-0.005,0.047,-0.054,0.042
1940,3,0.079,0.112,0.078,0.074,0.026,0.049,-0.003,0.047,-0.054,0.042
1940,4,0.147,0.13,0.091,0.073,0.023,0.05,0.001,0.047,-0.054,0.042
1940,5,0.049,0.142,0.094,0.073,0.022,0.05,0.002,0.048,-0.054,0.042
1940,6,0.021,0.125,0.077,0.072,0.024,0.05,0.004,0.048,-0.053,0.042
1940,7,0.159,0.162,0.069,0.072,0.021,0.051,0.005,0.048,-0.052,0.042
1940,8,0.067,0.168,0.074,0.072,0.022,0.051,0.008,0.048,-0.052,0.042
1940,9,0.141,0.144,0.065,0.073,0.02,0.052,0.011,0.048,-0.053,0.042
1940,10,0.055,0.126,0.055,0.073,0.019,0.052,0.013,0.048,-0.053,0.042
1940,11,-0.035,0.122,0.056,0.073,0.021,0.053,0.016,0.048,-0.055,0.042
1940,12,0.227,0.121,0.061,0.073,0.022,0.053,0.016,0.049,-0.056,0.042
1941,1,0.037,0.109,0.06,0.073,0.024,0.053,0.019,0.049,-0.057,0.042
1941,2,0.153,0.11,0.056,0.073,0.025,0.054,0.022,0.049,-0.057,0.042
1941,3,-0.031,0.105,0.031,0.073,0.024,0.054,0.025,0.049,-0.058,0.042
1941,4,0.02,0.122,0.046,0.073,0.025,0.055,0.028,0.049,-0.057,0.042
1941,5,0.069,0.141,0.049,0.074,0.026,0.055,0.029,0.049,-0.056,0.042
1941,6,0.081,0.121,0.049,0.075,0.032,0.056,0.029,0.049,-0.055,0.041
1941,7,0.144,0.154,0.075,0.075,0.038,0.056,0.029,0.049,-0.055,0.041
1941,8,0.022,0.161,0.06,0.076,0.043,0.057,0.029,0.049,-0.054,0.041
1941,9,-0.165,0.135,0.067,0.077,0.049,0.057,0.029,0.049,-0.053,0.041
1941,10,0.237,0.121,0.063,0.077,0.052,0.058,0.029,0.049,-0.053,0.041
1941,11,-0.0,0.117,0.06,0.078,0.053,0.058,0.029,0.049,-0.053,0.041
1941,12,0.233,0.122,0.054,0.078,0.054,0.059,0.027,0.049,-0.052,0.041
1942,1,0.345,0.117,0.038,0.079,0.057,0.059,0.028,0.049,-0.051,0.041
1942,2,-0.023,0.114,0.029,0.08,0.06,0.06,0.028,0.049,-0.05,0.041
1942,3,0.041,0.117,0.036,0.082,0.064,0.06,0.031,0.049,-0.05,0.041
1942,4,-0.02,0.13,0.016,0.083,0.069,0.06,0.033,0.049,-0.049,0.041
1942,5,0.034,0.145,0.018,0.083,0.07,0.06,0.033,0.049,-0.049,0.041
1942,6,0.004,0.128,0.009,0.084,0.065,0.061,0.033,0.049,-0.048,0.041
1942,7,-0.042,0.158,-0.024,0.084,0.064,0.061,0.033,0.049,-0.046,0.041
1942,8,-0.09,0.168,-0.014,0.085,0.062,0.062,0.032,0.049,-0.045,0.041
1942,9,-0.083,0.145,-0.022,0.085,0.061,0.062,0.031,0.049,-0.044,0.041
1942,10,-0.001,0.131,-0.012,0.086,0.061,0.062,0.031,0.049,-0.044,0.041
1942,11,0.021,0.123,-0.011,0.086,0.059,0.063,0.032,0.049,-0.043,0.041
1942,12,0.123,0.12,-0.017,0.086,0.058,0.063,0.031,0.049,-0.042,0.041
1943,1,-0.046,0.121,-0.011,0.086,0.055,0.063,0.031,0.049,-0.04,0.041
1943,2,0.095,0.121,-0.0,0.086,0.057,0.064,0.03,0.049,-0.038,0.041
1943,3,-0.056,0.119,0.008,0.086,0.056,0.064,0.028,0.049,-0.037,0.041
1943,4,0.103,0.138,0.03,0.085,0.058,0.064,0.027,0.049,-0.034,0.041
1943,5,0.049,0.147,0.039,0.085,0.058,0.064,0.028,0.049,-0.032,0.041
1943,6,-0.072,0.131,0.047,0.086,0.053,0.064,0.029,0.049,-0.03,0.041
1943,7,0.031,0.161,0.079,0.085,0.053,0.064,0.03,0.049,-0.028,0.041
1943,8,0.04,0.166,0.086,0.085,0.05,0.064,0.03,0.049,-0.027,0.041
1943,9,0.009,0.138,0.109,0.085,0.052,0.064,0.028,0.049,-0.025,0.041
1943,10,0.272,0.126,0.111,0.085,0.053,0.063,0.027,0.049,-0.023,0.041
1943,11,0.124,0.123,0.117,0.085,0.052,0.063,0.025,0.049,-0.022,0.041
1943,12,0.226,0.122,0.131,0.085,0.048,0.063,0.024,0.049,-0.019,0.041
1944,1,0.328,0.113,0.141,0.085,0.045,0.062,0.025,0.049,-0.019,0.041
1944,2,0.187,0.113,0.153,0.085,0.042,0.062,0.025,0.05,-0.019,0.041
1944,3,0.218,0.112,0.165,0.085,0.043,0.062,0.026,0.05,-0.017,0.041
1944,4,0.13,0.125,0.162,0.086,0.039,0.062,0.026,0.05,-0.016,0.041
1944,5,0.122,0.141,0.153,0.086,0.039,0.061,0.024,0.05,-0.016,0.041
1944,6,0.095,0.127,0.142,0.086,0.032,0.061,0.022,0.05,-0.015,0.041
1944,7,0.142,0.154,0.123,0.087,0.027,0.06,0.021,0.05,-0.015,0.041
1944,8,0.186,0.161,0.102,0.087,0.029,0.06,0.02,0.05,-0.015,0.041
1944,9,0.16,0.132,0.086,0.087,0.032,0.059,0.019,0.05,-0.015,0.041
1944,10,0.232,0.126,0.087,0.086,0.034,0.059,0.02,0.05,-0.014,0.041
1944,11,0.014,0.122,0.074,0.086,0.034,0.058,0.02,0.05,-0.014,0.041
1944,12,0.091,0.124,0.062,0.087,0.034,0.058,0.016,0.05,-0.014,0.041
1945,1,0.101,0.115,0.045,0.087,0.035,0.058,0.013,0.05,-0.012,0.041
1945,2,-0.058,0.113,0.046,0.086,0.035,0.057,0.01,0.05,-0.012,0.041
1945,3,0.019,0.114,0.039,0.086,0.036,0.057,0.008,0.05,-0.013,0.041
1945,4,0.15,0.13,0.035,0.085,0.039,0.057,0.005,0.05,-0.012,0.041
1945,5,-0.042,0.14,0.031,0.084,0.041,0.057,0.005,0.05,-0.012,0.041
1945,6,-0.041,0.132,0.016,0.083,0.038,0.056,0.004,0.05,-0.011,0.041
1945,7,-0.059,0.16,0.012,0.082,0.041,0.056,0.003,0.05,-0.011,0.041
1945,8,0.193,0.168,0.016,0.081,0.037,0.055,0.001,0.05,-0.009,0.041
1945,9,0.072,0.14,0.02,0.079,0.035,0.055,-0.002,0.05,-0.009,0.041
1945,10,0.182,0.123,0.016,0.078,0.034,0.055,-0.003,0.05,-0.009,0.041
1945,11,-0.03,0.119,0.018,0.078,0.034,0.055,-0.006,0.05,-0.008,0.041
1945,12,-0.09,0.125,0.009,0.078,0.037,0.055,-0.009,0.05,-0.008,0.041
1946,1,0.06,0.12,0.009,0.078,0.035,0.055,-0.012,0.05,-0.007,0.041
1946,2,-0.014,0.119,-0.019,0.079,0.034,0.055,-0.016,0.049,-0.007,0.041
1946,3,0.072,0.113,-0.031,0.08,0.032,0.055,-0.017,0.049,-0.006,0.041
1946,4,0.103,0.131,-0.047,0.082,0.028,0.055,-0.018,0.049,-0.006,0.041
1946,5,-0.021,0.145,-0.047,0.083,0.024,0.055,-0.017,0.049,-0.007,0.041
1946,6,-0.15,0.132,-0.055,0.082,0.016,0.055,-0.017,0.049,-0.007,0.041
1946,7,-0.055,0.158,-0.053,0.082,0.013,0.055,-0.018,0.049,-0.007,0.041
1946,8,-0.145,0.168,-0.043,0.082,0.007,0.055,-0.016,0.049,-0.007,0.041
1946,9,-0.079,0.148,-0.032,0.082,0.003,0.055,-0.014,0.049,-0.008,0.041
1946,10,-0.007,0.134,-0.031,0.082,-0.001,0.055,-0.015,0.049,-0.009,0.041
1946,11,-0.03,0.121,-0.028,0.082,-0.004,0.055,-0.014,0.049,-0.009,0.041
1946,12,-0.19,0.119,-0.017,0.082,-0.009,0.055,-0.014,0.049,-0.009,0.041
1947,1,0.089,0.12,-0.012,0.083,-0.015,0.055,-0.015,0.049,-0.009,0.041
1947,2,0.103,0.107,-0.004,0.082,-0.019,0.056,-0.014,0.049,-0.01,0.041
1947,3,0.197,0.121,-0.0,0.082,-0.025,0.056,-0.014,0.048,-0.009,0.041
1947,4,0.118,0.13,0.017,0.083,-0.029,0.056,-0.013,0.048,-0.009,0.041
1947,5,0.013,0.148,0.028,0.083,-0.031,0.056,-0.013,0.048,-0.008,0.041
1947,6,-0.012,0.132,0.043,0.084,-0.033,0.056,-0.012,0.048,-0.007,0.041
1947,7,0.004,0.163,0.044,0.084,-0.038,0.056,-0.011,0.048,-0.007,0.041
1947,8,-0.055,0.165,0.025,0.085,-0.042,0.057,-0.009,0.048,-0.006,0.042
1947,9,-0.026,0.144,-0.005,0.085,-0.044,0.057,-0.007,0.048,-0.006,0.042
